,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,5DAvg,10DAvg,20DAvg,RSI,TR,ATR,BolU,BolL,EMAs,EMAl,MACD,StoK,StoD,DMP,DMM,DI14P,DI14N,ADX,index,Revenue,COGS,GrossProfit,OperatingIncome,PreTaxIncome,IncomeAfterTax,IncomeFromContinuousOperations,NetIncome,EBITDA,SharesOutstanding,Basic EPS,EPS,Current,D/E,ITR,ROE,ROA,BVPS,OCFPS,FCFPS
587,2022-08-08 00:00:00-04:00,523.1636082,526.6844317,518.1901257,521.2973633,1344100,0,0,522.6094849,516.8787506,506.5258957,64.56561801,8.494305996,10.44094568,535.1907704,493.0219982,515.0657033,41.69798837,473.3677149,75.88491836,60.42412957,5.675660871,0,29.49734733,11.68277065,43.26013998,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
588,2022-08-09 00:00:00-04:00,522.971306,524.2795859,513.5919923,515.4486084,1877300,0,0,521.1395996,519.2617859,508.7430374,57.86824674,10.68759361,10.56298823,535.1325965,494.8012021,515.1246118,41.27011828,473.8544935,62.32173641,17.45649905,0,0,28.77991437,11.54779036,42.7302375,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
589,2022-08-10 00:00:00-04:00,523.7791906,529.0027383,516.8625476,519.2963867,2336600,0,0,519.7562622,521.0327942,511.0733444,57.19526978,13.55412992,10.97277997,535.6608324,495.8220516,515.7664233,41.52344481,474.2429785,71.24468129,37.01569279,4.723152382,0,30.77968396,8.122096113,58.2430619,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
590,2022-08-11 00:00:00-04:00,522.5864021,522.8268973,511.6679443,511.966156,2340200,0,0,517.62453,520.649942,512.0902618,51.97970208,11.15895298,11.01256622,535.6135016,496.3356474,515.1817668,40.99922969,474.1825371,54.24597731,1.720307018,0,0,26.0779783,8.092752565,52.63342422,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
591,2022-08-12 00:00:00-04:00,515.7947763,517.9304038,513.437912,516.7856445,1918200,0,0,516.9588318,520.256485,512.8194916,54.98310359,5.964247844,11.00712597,535.7068804,497.4765913,515.4285172,41.31739809,474.1111191,65.42230477,29.52270564,0,1.769967625,26.09086728,9.245337943,47.67215164,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
592,2022-08-15 00:00:00-04:00,516.0064204,526.2033913,515.3137638,525.0009155,1848000,0,0,517.6995422,520.1545135,514.2787979,71.29438963,10.8896275,10.38700377,532.0435271,505.908896,516.9011939,41.94950471,474.9516892,83.59287252,91.72728736,8.272987435,0,33.33764364,9.797300706,54.57371811,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
593,2022-08-16 00:00:00-04:00,530.1474619,538.6802247,528.0984386,531.9945068,2498000,0,0,521.0087219,521.0741608,515.8990799,70.16211994,13.67930921,10.39348553,531.6138908,510.6825613,519.223242,42.51437123,476.7088708,82.48941174,73.51384574,0,12.78467482,29.59465558,18.5773776,22.87069334,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
594,2022-08-17 00:00:00-04:00,529.0894031,538.1801328,528.1370516,535.1691284,1835200,0,0,524.1832703,521.9697662,517.4874664,65.0480029,10.0430812,9.812177368,534.8993933,510.1648375,521.6764553,42.79137034,478.885085,87.00185149,84.97377789,0,0.038613003,21.00822024,19.70607595,3.198248301,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
595,2022-08-18 00:00:00-04:00,537.8049037,543.278576,535.2652607,539.6326904,1619200,0,0,529.7165771,523.6705536,519.0464615,64.79536536,8.109447564,9.689179625,539.1819161,508.5840969,524.438953,43.14252302,481.29643,88.46626796,75.98252597,0,7.128209062,21.27490573,16.97042849,11.25490817,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
596,2022-08-19 00:00:00-04:00,537.4105605,537.9973547,532.1388662,533.4472046,1617000,0,0,533.0488892,525.0038605,520.2837067,55.73050694,7.493824261,9.437001412,540.5250959,508.3018564,525.8248379,42.71035019,483.1144877,68.89852914,35.07013462,0,0,14.13266769,17.42391706,10.42967546,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
597,2022-08-22 00:00:00-04:00,531.97531,531.97531,523.5964372,524.7315674,1860900,0,0,532.9950195,525.3472809,521.1130157,51.37536491,9.850767351,9.434948971,540.6366808,508.4664904,525.6566424,42.03273464,483.6239078,41.32667514,5.767310954,0,0,14.13574205,17.42770739,10.42967546,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
598,2022-08-23 00:00:00-04:00,524.9912677,525.2510212,516.4681339,521.4608154,1359000,0,0,530.8882813,525.9485016,522.6051437,46.6126596,8.782887315,9.61016596,540.3466941,508.0775831,525.0111306,41.74026297,483.2708676,30.97967547,23.19025649,0,0,13.87801267,16.14470745,7.549931429,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
599,2022-08-24 00:00:00-04:00,522.1149749,524.4910389,518.8538466,522.5670776,1145800,0,0,528.3678711,526.2755707,523.6541824,49.95733469,5.637192271,9.564125328,540.3443471,508.0716816,524.6351224,41.80054375,482.8345787,34.4793278,39.32981535,0,2.385712667,13.94481987,18.00416837,12.70571847,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
600,2022-08-25 00:00:00-04:00,524.9914084,529.9648329,519.0367448,529.8302002,1483300,0,0,526.407373,528.0619751,524.3559586,56.70834131,10.92808813,9.662389654,541.1154526,508.6885853,525.4343652,42.34301807,483.0913471,57.45616243,99.00247688,5.473794036,0,17.84946995,17.82107003,0.07961728,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
601,2022-08-26 00:00:00-04:00,529.0893881,531.6578602,511.4562653,511.6005859,1886800,0,0,522.0380493,527.5434692,523.8999771,44.58063653,20.20159482,10.49862457,541.8516793,506.5671047,523.3060914,41.03285956,482.2732319,0.453520152,0.714401972,1.693027277,0,13.71809707,16.40158876,8.909427891,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
602,2022-08-29 00:00:00-04:00,506.9926943,515.1406423,504.0778647,510.8694458,1579900,0,0,519.265625,526.1303223,523.1424179,47.28550712,11.06277757,10.52542342,542.3736254,505.3909925,521.3927613,40.88165225,480.5111091,17.32514762,24.62502616,0,0,13.68316932,16.35982856,8.909427891,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
603,2022-08-30 00:00:00-04:00,513.9670529,515.6312606,501.6825411,504.2125549,1872700,0,0,515.8159729,523.3521271,522.2131439,41.34661477,13.94871951,10.55360839,544.0063838,501.603401,518.7496527,40.37734868,478.372304,6.082343736,8.440323243,0.490618347,0,10.78197719,16.31613722,20.42267572,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
604,2022-08-31 00:00:00-04:00,505.5593689,506.3097421,500.4801408,502.2501526,2179800,0,0,511.7525879,520.0602295,521.0149979,44.06023976,5.829601304,10.17294042,545.3763286,498.8454557,516.211268,40.19462972,476.0166383,4.135692778,11.68238265,0,0,11.18543511,16.92668153,20.42267572,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
605,2022-09-01 00:00:00-04:00,499.9605109,509.4456839,497.3728396,509.051239,2280600,0,0,507.5967957,517.0020844,520.336319,45.38351603,12.07284434,10.60926874,545.7187013,497.398168,515.1097251,40.68487917,474.4248459,25.43995663,63.96171613,3.135941827,0,12.83673293,15.03887787,7.8998984,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
606,2022-09-02 00:00:00-04:00,512.447154,514.5058068,496.4301511,499.3738098,1901700,0,0,505.1514404,513.5947449,519.2993027,34.96619426,18.07565575,11.12255647,546.506112,492.9497421,512.6888151,40.00434733,472.6844677,6.28336755,16.28521127,5.060122915,0,10.18105122,14.34485833,16.97717713,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
607,2022-09-06 00:00:00-04:00,500.3839215,503.2602935,493.0440618,499.171875,1933400,0,0,502.8119263,511.0387756,518.1930283,29.07785801,10.21623169,10.87519379,545.2601703,489.5067365,510.6092858,39.93897943,470.6703064,12.19841234,28.55225971,0,0,10.41262522,6.274131041,24.80107047,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
608,2022-09-07 00:00:00-04:00,500.2300308,511.4467014,499.1718753,509.50354,1827900,0,0,503.8701233,509.8430481,517.8957748,35.00788993,12.27482639,11.03460416,541.7113724,489.3890217,510.4391711,40.69944589,469.7397252,32.765278,76.69217113,8.186407869,0,15.56137914,6.158497648,43.29159685,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
609,2022-09-08 00:00:00-04:00,504.3953381,512.7645816,501.7306329,509.0032043,1600800,0,0,505.2207336,508.4866608,517.3811157,31.23969383,11.03394875,11.2434971,535.6900612,491.034692,510.2182531,40.71871483,469.4995383,35.50160958,80.92658147,0,2.558757536,15.27226427,3.141161863,65.88183165,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
610,2022-09-09 00:00:00-04:00,511.8891108,517.6032779,509.397614,516.1795654,1930900,0,0,506.6463989,507.1215973,517.5917862,39.55055026,8.60007358,11.32251491,531.3719239,492.8860238,511.1353781,41.25172446,469.8836536,59.42656526,92.27561501,0,7.666981088,15.16568186,7.955988191,31.18154379,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
611,2022-09-12 00:00:00-04:00,517.2858904,521.970732,516.5836633,519.0078735,1522400,0,0,510.5732117,507.862326,517.7028976,46.27059233,5.791166544,11.03254343,530.0302871,493.40999,512.3465312,41.50071096,470.8458203,67.23972473,85.36144303,0,7.186049294,15.56428581,12.81759908,9.677605061,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
612,2022-09-13 00:00:00-04:00,510.609718,512.0046017,489.3499678,490.8987427,2881400,0,0,508.9185852,505.8652557,515.997789,34.95600932,29.6579057,12.52361617,530.0049887,489.069278,509.0468715,39.43699657,469.6098749,3.660723237,4.747819024,0,0,13.71118827,11.29152447,9.677605061,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
613,2022-09-14 00:00:00-04:00,494.3234113,494.4677319,483.9917475,488.6862183,2007300,0,0,504.7551208,504.3126221,513.8323746,33.50203675,10.4759844,12.86924418,528.9170017,485.3171423,505.9144633,39.12023814,466.7942251,9.848654466,12.36070632,0,0,13.34294825,9.664119507,15.98999395,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
614,2022-09-15 00:00:00-04:00,489.0710303,489.7059412,481.5002462,484.3573303,1749600,0,0,499.825946,502.5233398,511.2917847,27.2060585,8.205695008,12.67478753,524.6161392,483.1218805,502.5979813,38.77611618,463.8218651,5.696212218,9.366151442,0,0,10.46290756,9.812386476,3.208442178,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
615,2022-09-16 00:00:00-04:00,480.5766724,487.1854746,478.3929575,484.9729309,3004800,0,0,493.5846191,500.115509,508.5587967,33.79005461,8.792517086,11.8598534,524.4688659,479.465203,499.8864351,38.79622571,461.0902094,15.09937911,40.9335348,0,0,10.16218955,10.48663162,1.571237755,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
616,2022-09-19 00:00:00-04:00,483.0682389,487.4452394,479.9225726,487.3105774,1441300,0,0,487.2451599,498.9091858,506.2519653,35.93335858,7.522666873,11.60698835,523.432575,477.1359413,497.9516877,38.9708743,458.9808134,20.46368813,78.82641861,0,1.529615017,10.38357881,11.65640312,5.77506968,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
617,2022-09-20 00:00:00-04:00,483.8762984,484.2899431,474.6605361,480.528595,1843100,0,0,485.1711304,497.0448578,504.0418167,35.8797612,12.65004128,11.51422562,523.8681546,473.3169388,495.2712119,38.48144217,456.7897698,12.40337047,45.89906168,0,0,10.16287724,11.75031128,7.244194712,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
618,2022-09-21 00:00:00-04:00,483.3952928,487.1758698,474.2564763,474.323822,2082600,0,0,482.2986511,493.526886,501.684967,34.1521562,12.91939352,12.02063935,524.8612419,468.3343758,492.0485366,37.98557513,454.0629614,0.141143758,0.510629337,2.885926765,0,11.44959266,11.25528612,0.855792023,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
619,2022-09-22 00:00:00-04:00,475.2184783,475.2184783,465.9930866,468.6481628,3133100,0,0,479.1568176,489.4913818,498.9890213,26.77509987,9.225391632,11.81724987,524.6244789,462.7992708,488.4484791,37.52842503,450.920054,4.743100894,12.53412345,0,0,9.751155377,11.44900351,8.008657581,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
620,2022-09-23 00:00:00-04:00,460.7310943,463.9825942,445.9069664,448.6678467,5377800,0,0,471.8958008,482.74021,494.9309036,23.93950886,22.74119641,12.15050278,528.993933,451.1861076,482.3283818,36.01453865,446.3138431,3.629691779,6.689977238,0,0,6.509039665,11.13499069,26.21822185,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
621,2022-09-26 00:00:00-04:00,448.1579621,465.7044814,447.5230513,462.0393372,4001900,0,0,466.8415527,477.0433563,492.4528412,33.19105294,18.18143009,12.71944552,528.6679879,446.2074045,479.2069903,36.89287969,442.3141106,21.2090088,55.03766169,1.721887238,0,7.184849288,10.63692085,19.36997018,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
622,2022-09-27 00:00:00-04:00,467.032031,469.8313985,457.3545069,460.115387,2412400,0,0,462.7589111,473.9650208,489.9151382,25.8012635,12.47689166,12.73387875,525.4576243,442.3623176,476.2698206,36.81542716,439.4543934,18.67961759,59.38874732,0,9.831455541,2.5846765,16.13965561,72.3923237,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
623,2022-09-28 00:00:00-04:00,463.2225867,472.8616232,456.1616516,469.7255859,2419500,0,0,461.8392639,472.0689575,488.1907898,32.3323414,16.69997163,13.13859467,520.6071266,441.601727,475.2630152,37.52155653,437.7414587,31.31401573,87.62346481,3.030224666,0,4.152454689,14.25141598,54.87411574,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
624,2022-09-29 00:00:00-04:00,467.1474387,470.4181966,456.0462024,460.7695313,1963900,0,0,460.2635376,469.7101776,486.1167587,25.46850545,14.37199416,13.55087471,512.3839739,441.9091605,473.0332485,36.91045095,436.1227975,19.53961221,28.08926924,0,0,4.026117886,9.776448406,41.66131427,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
625,2022-09-30 00:00:00-04:00,462.3856377,465.4351,453.9298193,454.3146057,2436700,0,0,461.3928894,466.6443451,483.3799271,22.24968916,11.50528073,13.95902573,500.2907248,444.7605142,470.1534573,36.38704123,433.766416,12.72003036,2.032486726,0,0,3.908397343,5.813479075,19.59582339,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
626,2022-10-03 00:00:00-04:00,456.4598692,462.5588237,452.5157422,459.5670776,2338500,0,0,460.8984375,463.8699951,481.3895905,33.28201828,10.04308145,12.55796685,496.6907966,443.8844902,468.5247835,36.73734214,431.7874413,28.12993383,39.38753452,0,0,4.344446812,6.462073434,19.59582339,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
627,2022-10-04 00:00:00-04:00,465.435071,469.4657722,462.4529546,467.647644,2175600,0,0,462.4048889,462.5819,479.8133789,39.4357646,9.898694514,12.51673186,492.9796576,444.5901186,468.389839,37.36185083,431.0279881,49.63741213,89.27359941,0,9.937212313,4.358759113,12.15417839,47.20794999,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
628,2022-10-05 00:00:00-04:00,463.0013161,465.4736136,456.7676997,462.0585938,1587700,0,0,460.8714905,461.3553772,477.4411316,38.94292361,10.87994434,12.70774967,489.8584821,444.5257604,467.4158012,36.99410701,430.4216942,38.88372374,56.29990954,0,0,4.29323999,11.97148165,47.20794999,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
629,2022-10-06 00:00:00-04:00,465.0696103,475.1030626,463.5977809,464.1460876,2430700,0,0,461.5468018,460.9051697,475.1982758,39.82135687,13.04446885,13.01146051,485.948168,445.4608111,466.9127684,37.1214959,429.7912725,43.90919482,40.24129756,9.629448981,0,9.47927386,11.69204578,10.451743,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
630,2022-10-07 00:00:00-04:00,460.0769286,460.8945888,448.3984681,450.3512878,2568100,0,0,460.7541382,461.0735138,471.9068619,33.75611954,15.74761958,13.59895713,480.6337293,445.4953514,464.3648483,36.10909509,428.2557532,10.76917737,7.312673369,0,0,9.069754122,10.38349993,6.75334729,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
631,2022-10-10 00:00:00-04:00,451.8327374,452.3714443,444.0599166,448.5812378,1616300,0,0,458.5569702,459.7277039,468.3855301,35.31180311,8.311527709,13.28906331,476.8120663,444.7531062,461.9366005,35.90298762,426.0336129,10.48642298,14.56463603,0,0,9.281255922,10.62563757,6.75334729,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
632,2022-10-11 00:00:00-04:00,447.3210331,459.1052969,446.0704699,454.0741272,2341400,0,0,455.8422668,459.1235779,466.5442993,40.62860497,13.03482696,13.29730855,473.6665432,445.0058157,460.7269892,36.2946011,424.4323881,32.13951507,59.48562889,6.733852645,0,11.34247444,10.61904895,3.294058789,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
633,2022-10-12 00:00:00-04:00,456.2867507,461.5006703,448.5716457,448.6486206,2043900,0,0,453.1602722,457.0158813,464.5424194,40.72289361,12.9290246,13.56185376,472.2266283,443.5886532,458.8687787,35.92172013,422.9470586,14.78169784,26.31023931,0,2.501175751,11.1212217,11.72924544,2.660881026,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
634,2022-10-13 00:00:00-04:00,440.7699875,453.8048157,431.9582398,450.1973877,3390900,0,0,450.3705322,455.958667,462.8344223,50.85584801,21.84657587,13.4979523,472.0527342,443.9810531,457.5347185,36.0088228,421.5258957,42.27424448,61.73881962,0,0,11.17387134,11.78477357,2.660881026,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
635,2022-10-14 00:00:00-04:00,454.0837622,455.3920713,436.5372431,437.3645325,2301600,0,0,447.7731812,454.2636597,460.4540024,36.10959168,18.85482816,13.54605216,473.8578744,438.6509408,454.431613,35.06469298,419.36692,12.53057095,18.30009428,0,4.579003289,10.22624054,14.15744422,16.12227074,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
636,2022-10-17 00:00:00-04:00,444.0983729,449.1295424,442.972872,446.522583,2097500,0,0,447.3614502,452.9592102,458.4146027,42.92437109,11.76500995,13.49520346,473.459728,437.107258,453.2148391,35.67313155,417.5417076,33.75687332,62.15092566,0,6.435628832,10.26477209,12.41341586,9.474494976,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
637,2022-10-18 00:00:00-04:00,455.2093865,458.4031409,451.0055052,455.2767029,1864000,0,0,447.6019653,451.7221161,457.1520081,42.4111097,11.88055789,13.15095962,470.4258093,438.0770506,453.5320489,36.3666544,417.1653945,54.04695523,85.70176241,9.273598476,0,13.92451351,12.73835351,4.448733883,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
638,2022-10-19 00:00:00-04:00,450.0242564,456.8158388,449.1969669,453.5066223,1207600,0,0,448.5735657,450.8669189,456.1111481,45.87389237,7.618871846,12.66859375,469.4663532,437.9989483,453.5281372,36.28690939,417.2412278,49.94430639,68.26679688,0,0,14.45469945,13.22337555,4.448733883,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
639,2022-10-20 00:00:00-04:00,453.0928856,454.1318118,445.3104656,446.9554443,1709500,0,0,447.925177,449.1478546,455.0265121,45.82377796,8.821346109,12.47688413,469.3435197,437.070473,452.5169536,35.79572991,416.7212237,34.76014857,12.56411435,0,0,14.67679856,13.42655514,4.448733883,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
640,2022-10-21 00:00:00-04:00,446.0801062,461.3371369,444.7044807,459.9999695,2508400,0,0,452.4522644,450.1127228,455.5931183,50.22569976,16.63265616,12.94756804,469.4285077,437.0473267,453.6681869,36.72560736,416.9425795,64.9944254,91.96059016,7.205325123,0,18.11825374,12.93845858,16.6785045,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
641,2022-10-24 00:00:00-04:00,463.2995519,479.0664311,462.7223869,478.075592,2366200,0,0,458.7628662,453.0621582,456.394931,54.92372118,19.06646159,13.60240854,473.6213672,434.3441741,457.4231723,38.13342218,419.2897501,97.89667357,97.11646451,0,18.01790621,17.24601362,16.55889207,2.032609005,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
642,2022-10-25 00:00:00-04:00,474.5644207,481.1732247,471.8516276,480.0861816,2130900,0,0,463.724762,455.6633636,457.3934708,58.80971442,9.321597193,13.49109803,479.1057708,431.4351402,460.9097891,38.38663732,422.5231518,97.79123552,97.01924721,0,9.129240625,17.38830468,21.52898717,10.63969844,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
643,2022-10-26 00:00:00-04:00,479.0663894,488.1282606,476.8442164,480.4612732,2088700,0,0,469.1156921,458.8446289,457.9302551,58.10860657,11.2840442,13.36535342,483.5151086,429.3565431,463.9177097,38.43317856,425.4845312,86.35039249,69.82198889,6.955035814,0,16.12260934,21.73153732,14.81720886,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
644,2022-10-27 00:00:00-04:00,481.6755454,484.7594526,476.2112848,478.5242004,1576600,0.9,0,475.4294434,461.6773102,458.8179886,65.87270748,8.548167818,12.85110686,487.6812742,429.2150794,466.1648621,38.29313918,427.871723,82.9018042,40.99479839,0,0,16.76776749,22.60114087,14.81720886,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
645,2022-10-28 00:00:00-04:00,479.2565783,494.2134889,477.9748473,492.3342285,2369300,0,0,481.8962952,467.1742798,460.7189697,71.70580591,16.2386416,13.41732928,495.2758716,427.8709092,470.1909185,39.30573094,430.8851876,96.98136232,89.56094269,9.454036324,0,21.09311002,21.64735399,1.296766372,2/29/2020,39072,34056,5016,1266,1277,947,947,931,1655,442,2.1,2.1,1.0444,0.3294,2.8739,5.5709,1.9413,38.4922,1.3945,0.1665
